drugA,drugB,cell_line,synergy
SUNITINIB,MK-2206,RPMI7951,10.2812449005
SUNITINIB,MK-2206,SKMEL30,26.3444059043
SUNITINIB,MK-2206,SKMES1,24.4398261107
SUNITINIB,MK-2206,SKOV3,31.188909723
SUNITINIB,MK-2206,SW620,16.97321159165
SUNITINIB,MK-2206,SW837,12.9008253702
SUNITINIB,MK-2206,T47D,14.3091700484
SUNITINIB,MK-2206,UACC62,34.7432609436
SUNITINIB,MK-2206,VCAP,21.1567609202
SUNITINIB,MK-2206,ZR751,14.4497261371
SUNITINIB,MK-4827,A2058,-4.3871786723
SUNITINIB,MK-4827,A2780,-0.9952084947
SUNITINIB,MK-4827,A375,6.1202655783
SUNITINIB,MK-4827,CAOV3,-1.3899824696
SUNITINIB,MK-4827,ES2,-0.5964485949
SUNITINIB,MK-4827,HCT116,1.8823384216
SUNITINIB,MK-4827,HT144,-0.1073377902
SUNITINIB,MK-4827,HT29,9.135170372
SUNITINIB,MK-4827,KPL1,11.6872908793
SUNITINIB,MK-4827,LNCAP,-18.9548633809
SUNITINIB,MK-4827,LOVO,5.0291328964
SUNITINIB,MK-4827,MDAMB436,0.5032245606
SUNITINIB,MK-4827,NCIH1650,-0.8240954054
SUNITINIB,MK-4827,NCIH2122,10.7698039177
SUNITINIB,MK-4827,NCIH23,-4.2577979515
SUNITINIB,MK-4827,NCIH460,-3.6781632759
SUNITINIB,MK-4827,NCIH520,3.2067937654
SUNITINIB,MK-4827,OV90,-1.9971984739
SUNITINIB,MK-4827,OVCAR3,13.5739984498
SUNITINIB,MK-4827,RKO,-2.6436429244
SUNITINIB,MK-4827,RPMI7951,-13.2215869697
SUNITINIB,MK-4827,SKMEL30,0.6510130233
SUNITINIB,MK-4827,SKMES1,-0.3834474455
SUNITINIB,MK-4827,SKOV3,6.1602463384
SUNITINIB,MK-4827,SW620,5.5692531551
SUNITINIB,MK-4827,SW837,-8.3185379819
SUNITINIB,MK-4827,T47D,17.5945751551
SUNITINIB,MK-4827,UACC62,6.258944748
SUNITINIB,MK-4827,VCAP,7.6689080638
SUNITINIB,MK-4827,ZR751,11.3894896526
SUNITINIB,MK-5108,A2058,-6.0717543509
SUNITINIB,MK-5108,A2780,0.6170724314
SUNITINIB,MK-5108,A375,12.0067195381
SUNITINIB,MK-5108,CAOV3,-5.4901884003
SUNITINIB,MK-5108,ES2,3.4471323391
SUNITINIB,MK-5108,HCT116,11.4341202287
SUNITINIB,MK-5108,HT144,-0.9895723051
SUNITINIB,MK-5108,HT29,7.7784880405
SUNITINIB,MK-5108,KPL1,9.151675849
SUNITINIB,MK-5108,LNCAP,-24.4631433982
SUNITINIB,MK-5108,LOVO,1.2719158778
SUNITINIB,MK-5108,MDAMB436,0.7370065834
SUNITINIB,MK-5108,NCIH1650,-1.0162528264
SUNITINIB,MK-5108,NCIH2122,-2.1565894618
SUNITINIB,MK-5108,NCIH23,-7.5210247769
SUNITINIB,MK-5108,NCIH460,-6.1186239064
SUNITINIB,MK-5108,NCIH520,-2.2081299518
SUNITINIB,MK-5108,OV90,4.7675511214
SUNITINIB,MK-5108,OVCAR3,1.4579005828
SUNITINIB,MK-5108,RKO,4.8555775444
SUNITINIB,MK-5108,RPMI7951,-14.124513166
SUNITINIB,MK-5108,SKMEL30,2.9130422207
SUNITINIB,MK-5108,SKMES1,-6.9955094901
SUNITINIB,MK-5108,SKOV3,4.7354193867
SUNITINIB,MK-5108,SW620,12.2685861632
SUNITINIB,MK-5108,SW837,-5.099103008
SUNITINIB,MK-5108,T47D,5.5089807747
SUNITINIB,MK-5108,UACC62,4.9063201988
SUNITINIB,MK-5108,VCAP,-2.3368957568
SUNITINIB,MK-5108,ZR751,-2.5357587457
SUNITINIB,MK-8669,A2058,39.694651966
SUNITINIB,MK-8669,A2780,20.3734698072
SUNITINIB,MK-8669,A375,30.1406226081
SUNITINIB,MK-8669,CAOV3,21.1508161985
SUNITINIB,MK-8669,ES2,35.4860571762
SUNITINIB,MK-8669,HCT116,21.9043843827
SUNITINIB,MK-8669,HT144,35.0826011566
SUNITINIB,MK-8669,HT29,27.9003126382
SUNITINIB,MK-8669,KPL1,26.824226189
SUNITINIB,MK-8669,LNCAP,11.211115335
SUNITINIB,MK-8669,LOVO,21.185131131
SUNITINIB,MK-8669,MDAMB436,16.7636947367
SUNITINIB,MK-8669,NCIH1650,22.6891209313
SUNITINIB,MK-8669,NCIH2122,31.077788543
SUNITINIB,MK-8669,NCIH23,30.9917067672
SUNITINIB,MK-8669,NCIH460,27.4067064604
SUNITINIB,MK-8669,NCIH520,19.1695495525
SUNITINIB,MK-8669,OV90,24.2219143869
SUNITINIB,MK-8669,OVCAR3,27.8240810521
SUNITINIB,MK-8669,RKO,19.3737388524
SUNITINIB,MK-8669,RPMI7951,20.1771052496
SUNITINIB,MK-8669,SKMEL30,27.1381865101
SUNITINIB,MK-8669,SKMES1,22.2560222837
SUNITINIB,MK-8669,SKOV3,37.9211863362
SUNITINIB,MK-8669,SW620,18.0725055369
SUNITINIB,MK-8669,SW837,7.0295669747
SUNITINIB,MK-8669,T47D,35.210405477
SUNITINIB,MK-8669,UACC62,37.7773847215
SUNITINIB,MK-8669,VCAP,18.1239840553
SUNITINIB,MK-8669,ZR751,33.3225099934
SUNITINIB,MK-8776,A2058,26.4225380218
SUNITINIB,MK-8776,A2780,14.4816287143
SUNITINIB,MK-8776,A375,29.5082454059
SUNITINIB,MK-8776,CAOV3,17.7309275333
SUNITINIB,MK-8776,ES2,5.7716266255
SUNITINIB,MK-8776,HCT116,19.2742265588
SUNITINIB,MK-8776,HT144,8.4049330417
SUNITINIB,MK-8776,HT29,14.5182862535
SUNITINIB,MK-8776,KPL1,12.70286218
SUNITINIB,MK-8776,LNCAP,-8.4768974838
SUNITINIB,MK-8776,LOVO,3.4116992842
SUNITINIB,MK-8776,MDAMB436,7.149191331
SUNITINIB,MK-8776,NCIH1650,1.516945445
SUNITINIB,MK-8776,NCIH2122,-14.9650477174
SUNITINIB,MK-8776,NCIH23,-7.6008247917
SUNITINIB,MK-8776,NCIH460,7.368574188
SUNITINIB,MK-8776,NCIH520,8.7469946826
SUNITINIB,MK-8776,OV90,0.9329094508
SUNITINIB,MK-8776,OVCAR3,4.9931029664
SUNITINIB,MK-8776,RKO,0.267995184
SUNITINIB,MK-8776,RPMI7951,-16.6675186637
SUNITINIB,MK-8776,SKMEL30,10.2480240435
SUNITINIB,MK-8776,SKMES1,-12.171373595
SUNITINIB,MK-8776,SKOV3,-7.4028158849
SUNITINIB,MK-8776,SW620,10.5061199816
SUNITINIB,MK-8776,SW837,-4.9687522703
SUNITINIB,MK-8776,T47D,13.0857145621
SUNITINIB,MK-8776,UACC62,18.8422030962
SUNITINIB,MK-8776,VCAP,12.0059816987
SUNITINIB,MK-8776,ZR751,5.950419137
SUNITINIB,OXALIPLATIN,A2058,-4.4276084266
SUNITINIB,OXALIPLATIN,A2780,-2.9918484185
SUNITINIB,OXALIPLATIN,A375,-5.7538857117
SUNITINIB,OXALIPLATIN,CAOV3,-6.7613997381
SUNITINIB,OXALIPLATIN,ES2,-10.7042476701
SUNITINIB,OXALIPLATIN,HCT116,-2.7614344542
SUNITINIB,OXALIPLATIN,HT144,-9.520072906
SUNITINIB,OXALIPLATIN,HT29,-2.3814486964
SUNITINIB,OXALIPLATIN,KPL1,2.656694213
SUNITINIB,OXALIPLATIN,LNCAP,-9.24294204
SUNITINIB,OXALIPLATIN,LOVO,-3.2214877132
SUNITINIB,OXALIPLATIN,MDAMB436,-11.7671854448
SUNITINIB,OXALIPLATIN,NCIH1650,-6.2087913896
SUNITINIB,OXALIPLATIN,NCIH2122,-7.2594122732
SUNITINIB,OXALIPLATIN,NCIH23,-18.3491041716
SUNITINIB,OXALIPLATIN,NCIH460,-14.1678708141
SUNITINIB,OXALIPLATIN,NCIH520,-8.1185971848
SUNITINIB,OXALIPLATIN,OV90,-9.5041668252
SUNITINIB,OXALIPLATIN,OVCAR3,-4.3380315728
SUNITINIB,OXALIPLATIN,RKO,-11.622449565
SUNITINIB,OXALIPLATIN,RPMI7951,-30.9523677445
SUNITINIB,OXALIPLATIN,SKMEL30,-7.4456096273
SUNITINIB,OXALIPLATIN,SKMES1,-1.3074098196
SUNITINIB,OXALIPLATIN,SKOV3,4.6393110018
SUNITINIB,OXALIPLATIN,SW620,-5.1122776291
SUNITINIB,OXALIPLATIN,SW837,-9.7891464256
SUNITINIB,OXALIPLATIN,T47D,4.8768053711
SUNITINIB,OXALIPLATIN,UACC62,-8.757806778
SUNITINIB,OXALIPLATIN,VCAP,-4.581335943
SUNITINIB,OXALIPLATIN,ZR751,-4.373484872
SUNITINIB,PD325901,A2058,16.7669354147
SUNITINIB,PD325901,A2780,26.9754236339
SUNITINIB,PD325901,A375,22.8854581875
SUNITINIB,PD325901,CAOV3,14.7642492919
SUNITINIB,PD325901,ES2,29.2467429158
SUNITINIB,PD325901,HCT116,33.4693908696
SUNITINIB,PD325901,HT144,5.88203857
SUNITINIB,PD325901,HT29,14.0149626194
SUNITINIB,PD325901,KPL1,10.0165938995
SUNITINIB,PD325901,LNCAP,-3.5699539017
SUNITINIB,PD325901,LOVO,7.4411310437
SUNITINIB,PD325901,MDAMB436,13.6248983404
SUNITINIB,PD325901,NCIH1650,1.0819567372
SUNITINIB,PD325901,NCIH2122,15.483191237
SUNITINIB,PD325901,NCIH23,11.6713353217
SUNITINIB,PD325901,NCIH460,16.3029228064
SUNITINIB,PD325901,NCIH520,10.3336366139
SUNITINIB,PD325901,OV90,1.7641951637
SUNITINIB,PD325901,OVCAR3,16.1201443189
SUNITINIB,PD325901,RKO,27.8136258661
SUNITINIB,PD325901,RPMI7951,-4.1697196132
SUNITINIB,PD325901,SKMEL30,11.7676371757
SUNITINIB,PD325901,SKMES1,12.587555679
SUNITINIB,PD325901,SKOV3,18.6511872612
SUNITINIB,PD325901,SW620,7.1699969104
SUNITINIB,PD325901,SW837,4.3805568587
SUNITINIB,PD325901,T47D,22.5188596869
SUNITINIB,PD325901,UACC62,4.8865619114
SUNITINIB,PD325901,VCAP,18.9967150064
SUNITINIB,PD325901,ZR751,-5.6208224489
SUNITINIB,SN-38,A2058,-5.5737187652
SUNITINIB,SN-38,A2780,4.8501483109
SUNITINIB,SN-38,A375,15.0674254759
SUNITINIB,SN-38,CAOV3,-1.680760145
SUNITINIB,SN-38,ES2,10.179743752
SUNITINIB,SN-38,HCT116,7.0956575454
SUNITINIB,SN-38,HT144,8.5113135463
SUNITINIB,SN-38,HT29,-2.1301638658
SUNITINIB,SN-38,KPL1,19.421536623
SUNITINIB,SN-38,LNCAP,-1.6662947748
SUNITINIB,SN-38,LOVO,2.2560472926
SUNITINIB,SN-38,MDAMB436,0.2120827043
SUNITINIB,SN-38,NCIH1650,16.0903668859
SUNITINIB,SN-38,NCIH2122,3.8301297093
SUNITINIB,SN-38,NCIH23,7.3444623911
SUNITINIB,SN-38,NCIH460,19.4679078507
SUNITINIB,SN-38,NCIH520,2.3000407853
SUNITINIB,SN-38,OV90,-6.5576061752
SUNITINIB,SN-38,OVCAR3,6.4671822135
SUNITINIB,SN-38,RKO,6.4682812521
SUNITINIB,SN-38,RPMI7951,11.6825734643
SUNITINIB,SN-38,SKMEL30,2.9680631483
SUNITINIB,SN-38,SKMES1,18.5849322091
SUNITINIB,SN-38,SKOV3,1.9470295241
SUNITINIB,SN-38,SW620,-1.1749067964
SUNITINIB,SN-38,SW837,1.1955463237
SUNITINIB,SN-38,T47D,10.6043338782
SUNITINIB,SN-38,UACC62,9.3086991275
SUNITINIB,SN-38,VCAP,18.6332071198
SUNITINIB,SN-38,ZR751,-14.2701235618
SUNITINIB,SORAFENIB,A2058,-4.8611102782
SUNITINIB,SORAFENIB,A2780,-3.4459529095
SUNITINIB,SORAFENIB,A375,4.2045733451
SUNITINIB,SORAFENIB,CAOV3,-6.6088984342
SUNITINIB,SORAFENIB,ES2,2.9837370744
SUNITINIB,SORAFENIB,HCT116,2.1588403863
SUNITINIB,SORAFENIB,HT144,1.8658945799
SUNITINIB,SORAFENIB,HT29,-3.393707479
SUNITINIB,SORAFENIB,KPL1,-4.9213062549
SUNITINIB,SORAFENIB,LNCAP,-15.9699733215
SUNITINIB,SORAFENIB,LOVO,-5.6816871924
SUNITINIB,SORAFENIB,MDAMB436,-7.5071041812
SUNITINIB,SORAFENIB,NCIH1650,-1.2026648457
SUNITINIB,SORAFENIB,NCIH2122,-4.0136386936
SUNITINIB,SORAFENIB,NCIH23,-3.9497159636
SUNITINIB,SORAFENIB,NCIH460,-0.0895990022
SUNITINIB,SORAFENIB,NCIH520,-1.812117181
SUNITINIB,SORAFENIB,OV90,1.1623023657
SUNITINIB,SORAFENIB,OVCAR3,-11.8728758142
SUNITINIB,SORAFENIB,RKO,-3.7888901055
SUNITINIB,SORAFENIB,RPMI7951,-11.4839592337
SUNITINIB,SORAFENIB,SKMEL30,5.5231437007
SUNITINIB,SORAFENIB,SKMES1,-9.9700907406
SUNITINIB,SORAFENIB,SKOV3,-6.1106334777
SUNITINIB,SORAFENIB,SW620,-2.0354180945
SUNITINIB,SORAFENIB,SW837,-8.0320038553
SUNITINIB,SORAFENIB,T47D,6.1544444688
SUNITINIB,SORAFENIB,UACC62,3.854611654
SUNITINIB,SORAFENIB,VCAP,-5.3333252032
SUNITINIB,SORAFENIB,ZR751,-8.2023055248
SUNITINIB,TEMOZOLOMIDE,A2058,3.0209211841
SUNITINIB,TEMOZOLOMIDE,A2780,15.3817540785
SUNITINIB,TEMOZOLOMIDE,A375,7.8945919275
SUNITINIB,TEMOZOLOMIDE,CAOV3,-5.8089963235
SUNITINIB,TEMOZOLOMIDE,ES2,-1.1732168648
SUNITINIB,TEMOZOLOMIDE,HCT116,18.1607168474
SUNITINIB,TEMOZOLOMIDE,HT144,-6.5573156833
SUNITINIB,TEMOZOLOMIDE,HT29,10.3187569585
SUNITINIB,TEMOZOLOMIDE,KPL1,6.3194693441
SUNITINIB,TEMOZOLOMIDE,LNCAP,-4.4269954471
SUNITINIB,TEMOZOLOMIDE,LOVO,7.4325747785
SUNITINIB,TEMOZOLOMIDE,MDAMB436,6.6127279046
SUNITINIB,TEMOZOLOMIDE,NCIH1650,-2.1867629072
SUNITINIB,TEMOZOLOMIDE,NCIH2122,4.6999725008
SUNITINIB,TEMOZOLOMIDE,NCIH23,-4.1364477468
SUNITINIB,TEMOZOLOMIDE,NCIH460,0.6843239493
SUNITINIB,TEMOZOLOMIDE,NCIH520,12.8511305894
SUNITINIB,TEMOZOLOMIDE,OV90,0.0242759158
SUNITINIB,TEMOZOLOMIDE,OVCAR3,6.128914031
SUNITINIB,TEMOZOLOMIDE,RKO,5.9122059996
SUNITINIB,TEMOZOLOMIDE,RPMI7951,-15.6925421112
SUNITINIB,TEMOZOLOMIDE,SKMEL30,18.7883833192
SUNITINIB,TEMOZOLOMIDE,SKMES1,20.647746146
SUNITINIB,TEMOZOLOMIDE,SKOV3,11.1997858477
SUNITINIB,TEMOZOLOMIDE,SW620,16.4515581655
SUNITINIB,TEMOZOLOMIDE,SW837,-9.0524582419
SUNITINIB,TEMOZOLOMIDE,T47D,0.4326905659
SUNITINIB,TEMOZOLOMIDE,UACC62,11.3085616988
SUNITINIB,TEMOZOLOMIDE,VCAP,18.0689827452
SUNITINIB,TEMOZOLOMIDE,ZR751,-20.7169210727
SUNITINIB,TOPOTECAN,A2058,-7.8780762106
SUNITINIB,TOPOTECAN,A2780,2.1208672705
SUNITINIB,TOPOTECAN,A375,-9.1621080003
SUNITINIB,TOPOTECAN,CAOV3,2.271614328
SUNITINIB,TOPOTECAN,ES2,-9.1872160318
SUNITINIB,TOPOTECAN,HCT116,-1.0899355831
SUNITINIB,TOPOTECAN,HT144,-6.7792628017
SUNITINIB,TOPOTECAN,HT29,-17.9448803457
SUNITINIB,TOPOTECAN,KPL1,16.2364735359
SUNITINIB,TOPOTECAN,LNCAP,-15.1695616955
SUNITINIB,TOPOTECAN,LOVO,-2.9779366246
SUNITINIB,TOPOTECAN,MDAMB436,-6.7700407157
SUNITINIB,TOPOTECAN,NCIH1650,9.334123213
SUNITINIB,TOPOTECAN,NCIH2122,1.2839082539
SUNITINIB,TOPOTECAN,NCIH23,-12.0647984776
SUNITINIB,TOPOTECAN,NCIH460,-0.4475443433
SUNITINIB,TOPOTECAN,NCIH520,-0.9329094573
SUNITINIB,TOPOTECAN,OV90,-14.4026422647
SUNITINIB,TOPOTECAN,OVCAR3,-33.068062924
SUNITINIB,TOPOTECAN,RKO,-2.2474499621
SUNITINIB,TOPOTECAN,RPMI7951,-6.2367024661
SUNITINIB,TOPOTECAN,SKMEL30,6.922829964
SUNITINIB,TOPOTECAN,SKMES1,-5.0059115616
SUNITINIB,TOPOTECAN,SKOV3,-11.4686182755
SUNITINIB,TOPOTECAN,SW620,5.2364787626
SUNITINIB,TOPOTECAN,SW837,-5.680591548
SUNITINIB,TOPOTECAN,T47D,-23.3003190686
SUNITINIB,TOPOTECAN,UACC62,-4.968162568
SUNITINIB,TOPOTECAN,VCAP,6.6385373498
SUNITINIB,TOPOTECAN,ZR751,-0.2706123679
TEMOZOLOMIDE,ABT-888,A2058,41.188121854
TEMOZOLOMIDE,ABT-888,A2780,54.4181609422
TEMOZOLOMIDE,ABT-888,A375,30.2991600315
TEMOZOLOMIDE,ABT-888,CAOV3,24.4484126066
TEMOZOLOMIDE,ABT-888,ES2,9.3607212037
TEMOZOLOMIDE,ABT-888,HCT116,17.0009818535
TEMOZOLOMIDE,ABT-888,HT144,-1.5151808024
TEMOZOLOMIDE,ABT-888,HT29,5.9682113558
TEMOZOLOMIDE,ABT-888,KPL1,2.3496115586
TEMOZOLOMIDE,ABT-888,LNCAP,37.166904163
TEMOZOLOMIDE,ABT-888,LOVO,1.1154002648
TEMOZOLOMIDE,ABT-888,MDAMB436,42.3109965727
TEMOZOLOMIDE,ABT-888,NCIH1650,-31.1134569696
TEMOZOLOMIDE,ABT-888,NCIH2122,8.7421296829
TEMOZOLOMIDE,ABT-888,NCIH23,11.95335623
TEMOZOLOMIDE,ABT-888,NCIH460,13.1683536384
TEMOZOLOMIDE,ABT-888,NCIH520,18.9810528042
TEMOZOLOMIDE,ABT-888,OV90,5.5646389779
TEMOZOLOMIDE,ABT-888,OVCAR3,31.1801830313
TEMOZOLOMIDE,ABT-888,RKO,-17.7323650019
TEMOZOLOMIDE,ABT-888,RPMI7951,10.423407257
TEMOZOLOMIDE,ABT-888,SKMEL30,20.6605870607
TEMOZOLOMIDE,ABT-888,SKMES1,22.8941543208
TEMOZOLOMIDE,ABT-888,SKOV3,-8.6540446707
TEMOZOLOMIDE,ABT-888,SW620,19.7796524651
TEMOZOLOMIDE,ABT-888,SW837,-12.7510161189
TEMOZOLOMIDE,ABT-888,T47D,1.87522322
TEMOZOLOMIDE,ABT-888,UACC62,16.7793368305
TEMOZOLOMIDE,ABT-888,VCAP,-32.8791823864
TEMOZOLOMIDE,ABT-888,ZR751,-48.1792860622
TEMOZOLOMIDE,AZD1775,A2058,38.7970173503
TEMOZOLOMIDE,AZD1775,A2780,14.641999784
TEMOZOLOMIDE,AZD1775,A375,14.6564073679
TEMOZOLOMIDE,AZD1775,CAOV3,14.2226414403
TEMOZOLOMIDE,AZD1775,ES2,-0.106121306
TEMOZOLOMIDE,AZD1775,HCT116,2.0532098424
TEMOZOLOMIDE,AZD1775,HT144,4.7725197742
TEMOZOLOMIDE,AZD1775,HT29,15.2230030318
TEMOZOLOMIDE,AZD1775,KPL1,5.7632823817
TEMOZOLOMIDE,AZD1775,LNCAP,-3.760867345
TEMOZOLOMIDE,AZD1775,LOVO,2.4234879748
TEMOZOLOMIDE,AZD1775,MDAMB436,19.5107949026
TEMOZOLOMIDE,AZD1775,NCIH1650,12.9475133053
TEMOZOLOMIDE,AZD1775,NCIH2122,3.1221925841
TEMOZOLOMIDE,AZD1775,NCIH23,0.7952447549
TEMOZOLOMIDE,AZD1775,NCIH460,6.4010867696
TEMOZOLOMIDE,AZD1775,NCIH520,7.3427732464
TEMOZOLOMIDE,AZD1775,OV90,4.4122113641
TEMOZOLOMIDE,AZD1775,OVCAR3,19.6023475264
TEMOZOLOMIDE,AZD1775,RKO,6.7617247567
TEMOZOLOMIDE,AZD1775,RPMI7951,27.8874532292
TEMOZOLOMIDE,AZD1775,SKMEL30,36.7067733624
TEMOZOLOMIDE,AZD1775,SKMES1,30.4180086069
TEMOZOLOMIDE,AZD1775,SKOV3,21.5821251533
TEMOZOLOMIDE,AZD1775,SW620,18.647425115
TEMOZOLOMIDE,AZD1775,SW837,7.5730763887
TEMOZOLOMIDE,AZD1775,T47D,-25.593988368
TEMOZOLOMIDE,AZD1775,UACC62,15.4063933798
TEMOZOLOMIDE,AZD1775,VCAP,24.6342147569
TEMOZOLOMIDE,AZD1775,ZR751,-58.1545534133
TEMOZOLOMIDE,BEZ-235,A2058,19.6709589307
TEMOZOLOMIDE,BEZ-235,A2780,27.7978330903
TEMOZOLOMIDE,BEZ-235,A375,24.8254176664
TEMOZOLOMIDE,BEZ-235,CAOV3,37.925464987
TEMOZOLOMIDE,BEZ-235,ES2,32.6506502611
TEMOZOLOMIDE,BEZ-235,HCT116,16.3465322065
TEMOZOLOMIDE,BEZ-235,HT144,11.3381949907
TEMOZOLOMIDE,BEZ-235,HT29,20.713059575
TEMOZOLOMIDE,BEZ-235,KPL1,14.4406470462
TEMOZOLOMIDE,BEZ-235,LNCAP,97.1355146833
TEMOZOLOMIDE,BEZ-235,LOVO,22.2447216686
TEMOZOLOMIDE,BEZ-235,MDAMB436,23.5143479535
TEMOZOLOMIDE,BEZ-235,NCIH1650,8.099479753
TEMOZOLOMIDE,BEZ-235,NCIH2122,6.7386223971
TEMOZOLOMIDE,BEZ-235,NCIH23,1.0913848128
TEMOZOLOMIDE,BEZ-235,NCIH460,23.5558071008
TEMOZOLOMIDE,BEZ-235,NCIH520,20.7025923524
TEMOZOLOMIDE,BEZ-235,OV90,24.8743708443
TEMOZOLOMIDE,BEZ-235,OVCAR3,18.8815331045
TEMOZOLOMIDE,BEZ-235,RKO,-11.942205801
TEMOZOLOMIDE,BEZ-235,RPMI7951,25.2953822609
TEMOZOLOMIDE,BEZ-235,SKMEL30,44.4978581474
TEMOZOLOMIDE,BEZ-235,SKMES1,45.5747186077
TEMOZOLOMIDE,BEZ-235,SKOV3,4.8002764172
TEMOZOLOMIDE,BEZ-235,SW620,8.952267545
TEMOZOLOMIDE,BEZ-235,SW837,21.3806384833
TEMOZOLOMIDE,BEZ-235,T47D,125.5331215103
TEMOZOLOMIDE,BEZ-235,UACC62,29.6750915059
TEMOZOLOMIDE,BEZ-235,VCAP,11.79106386
TEMOZOLOMIDE,BEZ-235,ZR751,7.9307725163
TEMOZOLOMIDE,BORTEZOMIB,A2058,13.5453062371
TEMOZOLOMIDE,BORTEZOMIB,A2780,-10.801641881
TEMOZOLOMIDE,BORTEZOMIB,A375,15.1342348754
TEMOZOLOMIDE,BORTEZOMIB,CAOV3,-18.3483236605
TEMOZOLOMIDE,BORTEZOMIB,ES2,-20.0952039315
TEMOZOLOMIDE,BORTEZOMIB,HCT116,0.1900028701
TEMOZOLOMIDE,BORTEZOMIB,HT144,-22.5142839954
TEMOZOLOMIDE,BORTEZOMIB,HT29,-22.5513913469
TEMOZOLOMIDE,BORTEZOMIB,KPL1,-26.2703161841
TEMOZOLOMIDE,BORTEZOMIB,LNCAP,-1.7289364382
TEMOZOLOMIDE,BORTEZOMIB,LOVO,0.2381338145
TEMOZOLOMIDE,BORTEZOMIB,MDAMB436,-2.6875531583
TEMOZOLOMIDE,BORTEZOMIB,NCIH1650,-30.0571085675
TEMOZOLOMIDE,BORTEZOMIB,NCIH2122,-16.6757735008
TEMOZOLOMIDE,BORTEZOMIB,NCIH23,-26.3835498007
TEMOZOLOMIDE,BORTEZOMIB,NCIH460,-24.5382598358
TEMOZOLOMIDE,BORTEZOMIB,NCIH520,-22.6721427161
TEMOZOLOMIDE,BORTEZOMIB,OV90,-6.8530559387
TEMOZOLOMIDE,BORTEZOMIB,OVCAR3,-18.8894411224
TEMOZOLOMIDE,BORTEZOMIB,RKO,-26.6091039697
TEMOZOLOMIDE,BORTEZOMIB,RPMI7951,-5.6053814575
TEMOZOLOMIDE,BORTEZOMIB,SKMEL30,-0.9508854521
TEMOZOLOMIDE,BORTEZOMIB,SKMES1,-9.2564357313
TEMOZOLOMIDE,BORTEZOMIB,SKOV3,-16.0587618584
TEMOZOLOMIDE,BORTEZOMIB,SW620,-2.1414148544
TEMOZOLOMIDE,BORTEZOMIB,SW837,-15.0521795828
TEMOZOLOMIDE,BORTEZOMIB,T47D,-20.7969374225
TEMOZOLOMIDE,BORTEZOMIB,UACC62,-18.6773917385
TEMOZOLOMIDE,BORTEZOMIB,VCAP,-12.5438154963
TEMOZOLOMIDE,BORTEZOMIB,ZR751,-2.016282334
TEMOZOLOMIDE,DASATINIB,A2058,35.8313385882
TEMOZOLOMIDE,DASATINIB,A2780,43.3653169528
TEMOZOLOMIDE,DASATINIB,A375,-1.9176164743
TEMOZOLOMIDE,DASATINIB,CAOV3,-29.5494080106
TEMOZOLOMIDE,DASATINIB,ES2,-0.0958312924
TEMOZOLOMIDE,DASATINIB,HCT116,-38.055040824
TEMOZOLOMIDE,DASATINIB,HT144,-70.0627583926
TEMOZOLOMIDE,DASATINIB,HT29,-19.4867740887
TEMOZOLOMIDE,DASATINIB,KPL1,-15.5501834148
TEMOZOLOMIDE,DASATINIB,LNCAP,11.6566932961
TEMOZOLOMIDE,DASATINIB,LOVO,12.5673844987
TEMOZOLOMIDE,DASATINIB,MDAMB436,-5.3295642988
TEMOZOLOMIDE,DASATINIB,NCIH1650,5.8975460121
TEMOZOLOMIDE,DASATINIB,NCIH2122,-93.7546296205
TEMOZOLOMIDE,DASATINIB,NCIH23,-9.342896723
TEMOZOLOMIDE,DASATINIB,NCIH460,9.7029725635
TEMOZOLOMIDE,DASATINIB,NCIH520,21.996133993
TEMOZOLOMIDE,DASATINIB,OV90,9.8664628874
TEMOZOLOMIDE,DASATINIB,OVCAR3,45.8791739891
TEMOZOLOMIDE,DASATINIB,RKO,-31.061418378
TEMOZOLOMIDE,DASATINIB,RPMI7951,30.9006476636
TEMOZOLOMIDE,DASATINIB,SKMEL30,-19.6480265385
TEMOZOLOMIDE,DASATINIB,SKMES1,-3.7163208267
TEMOZOLOMIDE,DASATINIB,SKOV3,-9.7832022952
TEMOZOLOMIDE,DASATINIB,SW620,42.1414991452
TEMOZOLOMIDE,DASATINIB,SW837,-3.7810510125
TEMOZOLOMIDE,DASATINIB,T47D,-48.8328262421
TEMOZOLOMIDE,DASATINIB,UACC62,-10.4523775444
TEMOZOLOMIDE,DASATINIB,VCAP,-51.4942528446
TEMOZOLOMIDE,DASATINIB,ZR751,-88.1019312594
TEMOZOLOMIDE,DINACICLIB,A2058,8.2388325381
TEMOZOLOMIDE,DINACICLIB,A2780,3.8426215258
TEMOZOLOMIDE,DINACICLIB,A375,-4.0301246736
TEMOZOLOMIDE,DINACICLIB,CAOV3,-16.6938973639
TEMOZOLOMIDE,DINACICLIB,ES2,3.151101225
TEMOZOLOMIDE,DINACICLIB,HCT116,-6.3729566227
TEMOZOLOMIDE,DINACICLIB,HT144,-112.8985594026
TEMOZOLOMIDE,DINACICLIB,HT29,-8.5827620914
TEMOZOLOMIDE,DINACICLIB,KPL1,-11.2152143598
TEMOZOLOMIDE,DINACICLIB,LNCAP,-47.847569289
TEMOZOLOMIDE,DINACICLIB,LOVO,-11.8963907676
TEMOZOLOMIDE,DINACICLIB,MDAMB436,1.3178219786
TEMOZOLOMIDE,DINACICLIB,NCIH1650,-5.2295910477
